,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
255,CN112960570A,0,,公开,公开,发明公开,一种智能物联随车吊控制系统,上海禾琅智能科技发展有限公司,2021-04-18,B66C23/36,CN202110415301.0,CN112960570A,2021-06-15,惠军; 钱枳君; 吴彦辉; 石火海,企业,B66C23/36; B66C23/62; B66C13/48; B66C13/40,,/CN/2021/1/83/images/202110415301.jpg,本发明公开了一种智能物联随车吊控制系统，包括无线遥控发射器和无线遥控接收器，无线遥控发射器由I/O输入模块、多个手柄、多个开关、油门加/减开关、油门调节旋钮、发射机CPU模块和发射机高频模块组成，I/O输入模块的内侧连接有多个手柄、多个开关、油门加/减开关和油门调节旋钮，本发明一种智能物联随车吊控制系统，不仅可以对随车吊系统进行控制，还可以对随车吊的数据进行采集并通过物联网把数据传输到云端，进行云端处理、分析，当运行次数或运行时长超过设定值后，后台会作出维保提示和更换配件提示，降低了维保成本，提高了随车吊运行效率，并降低了因维保不及时可能产生的事故风险。
256,CN112914233A,0,,实质审查,实质审查,发明公开,一种服务于企业科技指导的平台,南京樯图数据研究院有限公司,2021-04-18,A47B21/007,CN202110415318.6,CN112914233A,2021-06-08,辛柯俊; 石磊; 张絮石,企业,A47B21/007; A47B21/02; A47B13/08; A47B83/04; F16M11/38,,/CN/2021/1/83/images/202110415318.jpg,本发明属于企业服务技术领域，尤其为一种服务于企业科技指导的平台，包括电器箱，所述电器箱的两侧内壁上活动设有横板，所述横板的顶部固定设有电脑，所述电器箱的两侧内壁上固定设有滑杆，所述电器箱的两侧内壁上均固定设有电机，两个所述电机的输出轴上均固定设有螺纹杆，两个所述螺纹杆上均活动设有套筒，所述套筒的底部固定设有支撑杆，所述支撑杆的底部和电器箱的底部内壁活动连接，所述横板的底部设有升降结构，所述电器箱的一侧内壁上固定设有处理器，本发明操作简单、使用方便，通过设置升降结构，能够令指导时用到得设备在闲置时收进电器箱内，有效防止灰尘进入设备内，延长设备的使用寿命。
257,CN112890621A,0,,实质审查,实质审查,发明公开,一种油炸锅,李连伟,2021-04-17,A47J37/12,CN202110414674.6,CN112890621A,2021-06-04,李连伟,其他,A47J37/12,,/CN/2021/1/82/images/202110414674.jpg,一种油炸锅涉及家用厨房电器领域，具体涉及一种炸制食物用的锅。主要是为解决目前油炸食品用油量大的问题而设计的。它包括外壳，外壳内的底部安装有电加热盘，储油盒置于电加热盘上，储油盒的外壁安装有温度控制器，锅体放置于储油盒的顶部，位于储油盒上方的锅体的锅底上开有孔，开孔处安装有滤网，油泵固定在储油盒上，油泵的出油管上端伸入到锅体内，出油管上端安装有喷头，油泵的进油管伸入到储油盒内的底部。锅盖通过折页安装在外壳的顶部。优点是炸制食物用油量少，结构简单。
258,CN112858081A,0,,实质审查,实质审查,发明公开,一种推进剂原材料吸水性测试装置及测试方法,西安航天化学动力有限公司,2021-04-17,G01N5/02,CN202110415148.1,CN112858081A,2021-05-28,刘训伟; 刘颖; 王博; 马元明; 周涛; 宋子鸣; 周晨; 梁虎,企业,G01N5/02; G01N13/00,,/CN/2021/1/83/images/202110415148.jpg,一种推进剂原材料吸水性测试装置及测试方法，加湿器位于保温层外并与加湿器喷嘴连通；该加湿器位于保温层内腔顶端。空气循环风机位于加湿器喷嘴的下方。两个电加热器安装在该保温层内，并位于该空气循环风机的两侧。在该空气循环风机的下方有温湿度传感器。本发明将称重法与恒温恒湿箱配合保证推进剂原材料在某一恒定温湿度的条件下采集其质量随吸湿时间的变化数据。重点考察当推进剂原材料的吸湿性能随温度、湿度、时间的变化，分析温度、湿度、时间对推进剂原材料吸湿性能的影响，以达到在推进剂生产时应如何注意防止水分带来的影响，具有操作简单、实时监测、容易实现的优点。
259,CN113054773A,0,,公开,公开,发明公开,转子组件、电机和家用电器,广东威灵电机制造有限公司; 威灵(芜湖)电机制造有限公司,2021-04-16,H02K1/27,CN202110412213.5,CN113054773A,2021-06-29,张婷婷; 邵非非; 李文瑞; 李虎,企业,H02K1/27,,/CN/2021/1/82/images/202110412213.jpg,本发明公开了一种转子组件、电机和家用电器，所述转子组件包括轴套、多个加强凸台、多个转子铁芯和多个永磁体，所述轴套的材料为非导磁材料，多个所述加强凸台沿所述轴套的周向间隔布置，所述多个转子铁芯沿所述轴套的周向间隔布置，相邻两个所述转子铁芯之间形成安装槽，所述转子铁芯包括凸出部，所述凸出部与所述轴套相连，任意两个所述凸出部之间具有间隔距离，所述永磁体设在所述安装槽内，所述多个永磁体和所述多个转子铁芯沿所述轴套的周向依次交替排布。根据本发明实施例的转子组件，有效限制了流经转子铁芯以及轴套的磁路磁通，从而有效减少了转子端部漏磁现象，提高电机功率密度，降低电机成本。
260,CN113044501A,0,,公开,公开,发明公开,一种智能排管装置,河北华北石油荣盛机械制造有限公司,2021-04-16,B65G35/00,CN202110413612.3,CN113044501A,2021-06-29,王坤青; 刘士岩; 张宁; 张少雷; 陈艳东; 郝斌; 王莎; 刘凯辉; 刘奇峰; 刘荣跃,企业,B65G35/00; B65G43/08; B65G65/30,,/CN/2021/1/82/images/202110413612.jpg,本发明公开了一种智能排管装置，包括：钻杆盒，其两相对侧面上分别设置有导轨，导轨顶端沿其长度方向间隔开设有多个工位识别孔；运移航吊，其两端侧的移动小车分别置于两个导轨上，移动小车的固定板上安装有与工位识别孔相对应配合第一接近开关传感器；滑动机构，其滑动连接在运移航吊的横梁上；升降式钻杆抓取机构，其设置在滑动机构上，且升降式钻杆抓取机构上设置有第二接近开关传感器；以及与上述电器元件均电连接的控制箱。该智能排管装置具有自动化程度高、节省人工的效果，另外，该装置占用面积小，可排放多种规格钻杆或油杆，可以匹配应用于钻机、修井机的管具排放需求。
261,CN113030582A,0,,公开,公开,发明公开,断路器触头接触电阻在线测量系统,美登思电气(上海)有限公司,2021-04-16,G01R27/08,CN202110413343.0,CN113030582A,2021-06-25,侯涛; 汪鑫,企业,G01R27/08; G01R31/327,,/CN/2021/1/82/images/202110413343.jpg,本发明公开了一种断路器触头接触电阻在线测量系统，包括：触头电压差采样单元、电流采样单元、电压限幅保护单元、隔离运放单元、ADC单元和ARM处理器，触头电压差采样单元用于测量断路器触头两端产生的电压差；隔离运放单元用于电磁隔离；ADC单元用于将同一时刻的电流和电压差转换成离散的数字信号；所述ARM处理器用于计算接触电阻。该测量系统可实时监控和测量到断路器的触头接触电阻，为预测断路器电气寿命提供基础数据。
262,CN113018989A,0,,公开,公开,发明公开,一种辐条及其动态拦截装置,浙江厨壹堂厨房电器股份有限公司,2021-04-16,B01D45/08,CN202110409215.9,CN113018989A,2021-06-25,高永升; 王俊; 戴小明,企业,B01D45/08; F24C15/20,,/CN/2021/1/81/images/202110409215.jpg,"本发明涉及一种用于除尘净化空气装置的部件，尤其是用物理的方法除去废气中颗粒物质(含固体颗粒物与液体颗粒物)的动辐条及其动态拦截装置。一种辐条，其特征在于，所述辐条呈杆状，辐条具有第一端和第二端，所述第一端的水力直径大于第二端，且第一端的水力直径向第二端递减,用以解决边缘拦截性能不足的问题。"
263,CN113017411A,0,,公开,公开,发明公开,具有可移动式接通结构的电器,东莞市昌久电器科技有限公司,2021-04-16,A47J27/08,CN202110409562.1,CN113017411A,2021-06-25,黄智; 章飞,企业,A47J27/08; A47J27/086; A47J27/09,,/CN/2021/1/81/images/202110409562.jpg,本发明公开一种具有可移动式接通结构的电器，包括有相对独立的第一部分、第二部分，所述第一部分具有滑道和沿滑道可位移式装设的第一接口，所述第二部分具有第二接口；所述第一部分与第二部分叠设后，第一接口与第二接口相互插接导通；所述第一部分与第二部分相对转动时，第一接口与第二接口始终保持导通并一同沿滑道位移。解决了旋转脱离式盖体与锅体之间未能形成电性连接的问题；如此，可以在盖体上设置传感器例如压力传感器和/或温度传感器等直接与锅体的内胆等的内部加热腔接触，以准确、快速的读取加热腔的压力、温度等动态参数，有利于实时对加热腔内压力、温度等参数进行调控。
264,CN113014010A,0,,公开,公开,发明公开,转子组件、电机和家用电器,广东威灵电机制造有限公司,2021-04-16,H02K1/27,CN202110412259.7,CN113014010A,2021-06-22,邵非非; 张婷婷; 李文瑞; 李虎,企业,H02K1/27,,/CN/2021/1/82/images/202110412259.jpg,本发明公开了一种转子组件、电机和家用电器，所述转子组件包括轴套、多个转子铁芯、多个永磁体、多个限位凸台和注塑体，所述轴套的材料为弱导磁材料，所述多个永磁体和所述多个转子铁芯沿所述轴套的周向依次交替排布，所述转子铁芯包括凸出部，任意两个所述凸出部之间具有间隔距离，所述限位凸台设在所述轴套的外周壁上且沿所述轴套的轴向延伸，所述限位凸台分为多对，每对所述限位凸台之间形成第一凹槽，所述轴套、所述转子铁芯、所述永磁体和所述注塑体一体注塑成型。根据本发明实施例的转子组件，有效限制了流经转子铁芯以及轴套的磁路磁通，从而减少了转子端部漏磁现象，提高电机功率密度，降低电机成本。
265,CN113003211A,0,,公开,公开,发明公开,一种用于遥控器的转运系统,格力电器(武汉)有限公司; 珠海格力电器股份有限公司,2021-04-16,B65G47/90,CN202110413632.0,CN113003211A,2021-06-22,代翀; 雷静美; 杨忠辉; 周兵; 陈勇; 徐军,企业,B65G47/90,,/CN/2021/1/82/images/202110413632.jpg,本发明提供一种用于遥控器的转运系统，其中阻挡装置布置在自动装配线的线尾停止点处，感应装置分别布置在自动装配线的线尾停止点处和自动装配线上与靠近线尾停止点处的双拼托盘相邻的双拼托盘对应的位置。转运装置包括支架、固定在支架上的横梁和能够沿横梁滑动的抓取机构，抓取机构至少包括4个能够分别与遥控器形成配合的抓取头，抓取头能够沿同一直线移动。感应装置、转运装置和阻挡装置均与控制系统电性连接。本发明提供的转运系统，使用简易自动化装置完成遥控器的吸取、转移、放置动作，代替员工操作，实现了控制器分厂遥控器自动组装线与质量控制部遥控器视觉检测设备的自动对接，实现自动化减员的目的。
266,CN112998544A,0,,公开,公开,发明公开,一种便于物料投放的料理机,中山市丰申电器有限公司,2021-04-16,A47J43/07,CN202110408614.3,CN112998544A,2021-06-22,黄永稳,企业,A47J43/07,,/CN/2021/1/81/images/202110408614.jpg,一种便于物料投放的料理机，包括机体，所述机体的顶部固接有下盖，所述下盖的顶部左侧转动连接有上盖，所述上盖与下盖、下盖与机体之间均夹合有密封圈。该便于物料投放的料理机，可通过上盖与下盖的转动连接，以及卡销与卡槽的卡接相连，使得上盖在扣合时可通过簧片的弹力使得卡销嵌入卡槽内部，进而实现自动扣合固定，反向按压卡销即可使其分离，进而使得上盖可快速开合，便于对物料进行投放，且扣合时密封性良好，进一步减小噪音；还可使得下料斗内物料或水可快速进入机体内，无需打开上盖即可添加物料同时闭挡板闭合时依然可实现密封，杜绝噪音排出，下料斗内可实现定量添加，进而实现定量投放，提升料理制备的精度，保证料理的口感。
267,CN112996204A,0,,公开,公开,发明公开,一种建筑工程用智能化照明系统,上海莱奕亭照明科技股份有限公司,2021-04-16,H05B47/115,CN202110410195.7,CN112996204A,2021-06-18,张凯; 林海涛,企业,H05B47/115; H05B47/19; H05B47/16,,/CN/2021/1/82/images/202110410195.jpg,一种建筑工程用智能化照明系统，其包括发射机构、控制机构和接收机构；发射机构有相同的多套，每套发射机构包括蓄电池、充电插座、电源开关、时控开关和无线发射电路，蓄电池、充电插座、电源开关、时控开关和无线发射电路安装在元件盒内并电性连接；控制机构包括稳压电源、光控电路，稳压电源、光控电路安装在控制箱内并电性连接；接收机构包括稳压电源A、无线接收电路和时控开关A，稳压电源A、无线接收电路和时控开关A安装在外壳内并电性连接。本发明中，由于只有工作人员到达现场才能控制照明灯得电发光，防止了现有控制方式任意人员进入现场都会导致照明灯得电发光的弊端。本发明实现了精准控制，节省了电能，且防止了安全隐患。
268,CN112963242A,0,,公开,公开,发明公开,一种封闭型方舱电站,郑州佛光发电设备有限公司,2021-04-16,F02B63/04,CN202110411389.9,CN112963242A,2021-06-15,王瑞智; 徐振东; 张建伟; 张甲甲; 权化坤; 周少帅,企业,F02B63/04; F02B77/13; F01P3/00; F01P11/00; F01P5/02; F02M35/024,,/CN/2021/1/82/images/202110411389.jpg,本发明公开了一种封闭型方舱电站，包括舱体，舱体内横向由隔墙依次分隔出排烟消音室、发电机组室和电器控制室；发电机和发动机安装于发电机组室内，发电机的冷却循环管路与发电机散热器相连，发动机的冷却循环管路与发动机散热器相连，发电机散热器安装于排烟消音室内，发动机散热器安装于电器控制室内；发电机组室的顶部构造有独立的隔音腔，隔音腔的底部构造有通孔，通孔与发动机的空滤进气口联通，隔音腔的侧壁还构造有与外部联通的进气口；发电机组室内还安装有热交换散热器，热交换散热器的冷却循环管路与发电机散热器相连。该封闭型方舱电站，采用了封闭型的舱体结构，在保证散热效果的同时更有效的控制电站的噪声。
269,CN112953294A,0,,公开,公开,发明公开,一种发电单元、发电装置、监测传感器及可拓展平台,浙江同济科技职业学院,2021-04-16,H02N1/04,CN202110412780.0,CN112953294A,2021-06-11,孔德娟; 张春利; 武春丽; 周江林,学校,H02N1/04; G01R13/00,,/CN/2021/1/82/images/202110412780.jpg,本发明公开了一种发电单元，发电装置、监测传感器以及可拓展平台，应用于发电技术领域，包括：基球空腔、弹性球、第一电极和第二电极；所述第一电极和所述第二电极相对设置，且置于所述基球空腔的内壁上；所述弹性球置于所述基球空腔内；发电装置，其特征在于，包括：若干发电单元；若干所述发电单元均匀分层排布，每层若干所述发电单元通过串联或并联方式连接。本发明提供了一种基于周期空腔式结构的摩擦发电单元、发电装置、监测传感器及可拓展平台，不仅能够保证电能输出，而且能够起到监测海洋河流的波动、人流量、车流量，同时能够可以为其他用电器进行供电。
270,CN112943097A,0,,公开,公开,发明公开,一种高柔性井底自供电随钻系统,万晓跃,2021-04-16,E21B7/06,CN202110412772.6,CN112943097A,2021-06-11,徐梓辰; 杨忠华; 万晓跃,其他,E21B7/06; E21B41/00; E21B47/00; F03B13/02,,/CN/2021/1/82/images/202110412772.jpg,本发明公开了一种高柔性井底自供电随钻系统，涉及钻探技术领域，其包括铰接短节串列，所述铰接短节串列输出端固定连接有铰接短节串列输出端附近的近井底用电器。该高柔性井底自供电随钻系统，通过铰接短节串列实现短半径钻柱旋转条件下的定向钻井，尤其是采用跨接输电线实现近井底用电器与涡轮发电机之间的电能输送，进而使该系统在针对短或者极短半径钻井、测井或地层测试过程中解决了近井底处的用电器无法有效获得电力的问题，从而推动短或者超短半径钻井、测井或地层测试技术的发展。
271,CN112923496A,0,,实质审查,实质审查,发明公开,滤芯外置式空气净化器,中邦(成都)电器有限公司,2021-04-16,F24F8/108,CN202110410624.0,CN112923496A,2021-06-08,俞安均,企业,F24F8/108; F24F13/28,,/CN/2021/1/82/images/202110410624.jpg,本发明公开了一种滤芯外置式空气净化器，属一种空气净化器，包括上壳体，上壳体的内部安装有风扇，上壳体的下部安装在支撑柱上，支撑柱安装在底座上，上壳体的内部设有第一风道，第一风道与出风口相连通，支撑柱的内部设有第二风道，第二风道与第一风道相连通；支撑柱上设有进风口，且支撑柱的外部还套装有滤芯体，进风口由滤芯体所覆盖，进风口通过滤芯体的任意位置与外部相连通。通过将滤芯体套装在支撑柱上，使得滤芯体裸露在外，气流可从滤芯体的任意位置进入支撑柱的第二风道，从而在不增大滤芯体积的情况下可增加其容尘空间，提升空气过滤效果，并且亦可避免进风孔狭窄造成的风噪，并且结构简单，制造成本低，更利于工业化生产，易于推广。
272,CN112816917A,0,,实质审查,实质审查,发明公开,一种变压器冲击监测装置,成都工百利自动化设备有限公司,2021-04-16,G01R31/62,CN202110409271.2,CN112816917A,2021-05-18,程加强; 黄华林; 吕鹏,企业,G01R31/62,,/CN/2021/1/81/images/202110409271.jpg,本发明公开了一种变压器冲击监测装置，涉及变压器监测领域，解决了现有技术无法准确进行变压器冲击监测和冲击数据记录的问题，包括：获取变压器PT/CT输出的模拟信号，将其隔离转换为低电压模拟信号的信号变换模块；获取变压器中断路器的开关量信号，进行光耦隔离和电平转换的开入模块；提供四路继电器空节点告警信号对外输出的开出模块；对低电压模拟信号和开关量信号进行高速同步采样，将采样数据打上精确到微秒的时间戳，并以网络巨帧形式的采集数据输出的采集模块；以及用于根据采集数据进行变压器冲击事件判定，根据判定结果进行冲击数据管理的管理模块；其中，信号变换模块、开入模块和开出模块与采集模块连接，采集模块与管理模块连接。
273,CN213199910U,0,,有效专利,授权,实用新型,一种基于声纹信息识别的智能车门控制装置,顺为智能科技(常州)有限公司,2021-04-16,B62D33/04,CN202120776080.5,CN213199910U,2021-05-14,田光兆; 郑奎; 夏丹青; 朱双双; 党安佳,企业,B62D33/04; B60R25/01; B60J5/00; G10L17/00; G10L17/22,,/CN/2021/2/155/images/202120776080.jpg,本实用新型公开了一种基于声纹信息识别的智能车门控制装置，包括一用于发送指令的STM32模块，所述STM32模块连接有用于采集语音指令的麦克风、用于执行语音输出结果的音箱、用于检测车门外是否有操作人员的光电传感器、用于检测电源电量的电量检测传感器、用于检测车门状态的车门姿态传感器和用于接收所述STM32模块的指令的继电器控制板，所述继电器控制板连接有备用电源和车载电源，所述备用电源连接所述电量检测传感器，所述STM32模块还连接有电动推杆控制器。其有益效果是：该装置能够通过麦克风采集语音指令，并通过STM32模块检测是否授权，经过授权的语音指令能够操控车门的自动开闭。该装置能够大大提高作业效率，且具有较高的安全性。
274,CN113043151A,0,,公开,公开,发明公开,一种建筑用基于惯性剖光的钢管剖光装置,乔文,2021-04-15,B24B29/08,CN202110403280.0,CN113043151A,2021-06-29,乔文,其他,B24B29/08; B24B41/02; B24B27/00; B24B55/06; B24B41/00; B24B41/06,,/CN/2021/1/80/images/202110403280.jpg,本发明公开了一种建筑用基于惯性剖光的钢管剖光装置，包括滑轨，压力感应器的型号为85‑015G‑FC，第二燕尾槽内贴合滑动设有第二燕尾块，第二燕尾槽内设有第一弹簧，两第二限位环位于横板两侧且与表面贴合，橡胶套第一横杆与第二横杆处于同一水平直线，PLC控制器的型号为CPM1A‑10CDR‑A‑V1，第一筒体与第一桶体的连接方式采用焊接，第二筒体采用合金钢材料制作，能够实现对不同直径钢管夹紧的同时根据剖光钢管长度进行调节直接摩擦力来满足使用需求，便于钢管的充分剖光，通过惯性实现多个剖光刷的旋转对钢管进行剖光的同时对废屑进行收集，保证钢管的充分剖光，无需电器设备一直通电进行持续工作，节约资源，满足使用需求。
275,CN113036651A,0,,公开,公开,发明公开,一种在轨行区上方设置的110kV地下牵引变电所构造,中铁第四勘察设计院集团有限公司,2021-04-15,H02B7/08,CN202110403968.9,CN113036651A,2021-06-25,王林; 黄鹏; 黄维; 高黎明; 李晨琨; 张雷; 李进军; 倪雪松; 张睿,企业,H02B7/08; H02B1/20; H02B1/16; H05K9/00; H02B1/56; H02B1/28; H02B1/26; E04H5/04,,/CN/2021/1/80/images/202110403968.jpg,本发明公开了一种在轨行区上方设置的110kV地下牵引变电所构造，其中：地下牵引变电所设置在轨道交通地下车站的轨行区上方；地下牵引变电所采用地下三层结构，其中：地下三层为电缆夹层；牵引变压器室从地下二层的底板向上贯通至地下一层的顶板，其内设置有牵引变压器，并采用SF6气体绝缘电力变压器。将地下牵引变电所设置于轨行区上方，通过技术手段满足相关规范的要求，解决防火、安全、电磁、振动、噪音等问题，有效利用地下空间，将成为城际铁路、市域铁路、国铁地下车站与牵引变电所建设的一种有效结构形式，无需为牵引变电所或牵引电力合建主变电所单独征地，与地铁车站建设共用基坑和支护工程，可显著建设地下牵引变电所的工程投资。
276,CN113029613A,0,,公开,公开,发明公开,一种高速列车模型脱轨全过程试验安全防护装置,北京交通大学,2021-04-15,G01M17/08,CN202110406093.8,CN113029613A,2021-06-25,高亮; 朱建华; 仝凤壮; 蔡小培; 辛涛; 肖宏; 尹辉; 许宏丽; 钟阳龙; 赵闻强,学校,G01M17/08,,/CN/2021/1/81/images/202110406093.jpg,本发明提供了一种高速列车模型脱轨全过程试验安全防护装置。包括：转向架缩尺模型、钢轨缩尺模型、中心护轨、列车滚动试验台座、防护横梁和防护爪构件。转向架缩尺模型是高速列车模型的走行机构，安放于所述钢轨缩尺模型上方，保证正常状态下高速列车模型的平稳运行。钢轨缩尺模型安装于列车滚动试验台座上，为高速列车模型的运行提供导向作用。中心护轨安装于所述列车滚动试验台座上，发生脱轨后与所述防护爪构件共同作用，为列车脱轨提供地面防护。本发明装置能够在列车脱轨试验平台中，当车轮摆脱钢轨约束，完成全过程脱轨后，约束高速列车模型的横垂向运动，限制脱轨高速列车模型停止在试验平台上，达到“脱轨不脱线”的目的。
277,CN113028626A,0,,公开,公开,发明公开,导风机构以及空调,珠海格力电器股份有限公司,2021-04-15,F24F13/15,CN202110405265.X,CN113028626A,2021-06-25,洪奔奔; 林裕亮; 周艳文; 刘禾铭; 吕金霖,企业,F24F13/15; F24F1/0011,,/CN/2021/1/81/images/202110405265.jpg,"本申请涉及一种导风机构以及空调，导风机构包括导风框、驱动装置和多个导风板。导风框设有风口；驱动装置设于导风框，驱动装置包括动力件和传动件；多个导风板设于风口内,所述传动件延伸并跨过多个所述导风板，各所述导风板设有从动件，所述传动件与所述从动件适配，动力件启动使传动件带动各从动件同步动作，以使各导风板开启或闭合风口。本发明采用各从动件与传动件分别适配的结构，使各个导风板同步动作，在传动阶段减少动力传导的损耗；各导风板的尺寸大幅减小，在执行阶段降低了导风板的动作幅度，到位迅速。因此本发明以双重方式保证了导风板的工作效率，有效防止导风机构的动作延迟导致出风缓慢的问题，提高用户体验。"
278,CN113027765A,0,,公开,公开,发明公开,转矩补偿组件、电动组件和电器设备,美的威灵电机技术(上海)有限公司,2021-04-15,F04C29/00,CN202110403606.X,CN113027765A,2021-06-25,甘磊; 李文瑞; 吴迪; 程云峰,企业,F04C29/00; F04C23/02,,/CN/2021/1/80/images/202110403606.jpg,本发明提供了一种转矩补偿组件、电动组件和电器设备。转矩补偿组件用于电动组件，电动组件包括支撑件和转轴，转矩补偿组件包括：第一磁性组件，第一磁性组件包括第一铁心和第一补偿部件，第一铁心与支撑件相连接，第一补偿部件沿第一铁心的周向呈环状设置；第二磁性组件，第二磁性组件包括第二铁心和第二补偿部件，第二铁心与转轴相连接，第二补偿部件沿第二铁心的周向呈环状设置；其中，第一补偿部件和第二补偿部件通过磁场产生力学作用。本发明所提供的转矩补偿组件，通过第一补偿部件产生的静止磁场与第二补偿部件产生的旋转磁场相互作用产生补偿转矩，进而实现通过电动组件本身的结构即可实现对转矩的补偿。
279,CN113017438A,0,,公开,公开,发明公开,一种安全电压烧烤炉,深圳市赛舸电子科技有限公司,2021-04-15,A47J37/06,CN202110406941.5,CN113017438A,2021-06-25,彭朝阳,企业,A47J37/06,,/CN/2021/1/81/images/202110406941.jpg,本发明涉及一种安全电压烧烤炉，包括电热管；还包括降压变压器、电源变压器、第一整流器、第二整流器和电源接口，电源接口用于连接电网；第一整流器的交流侧连接电源接口，直流侧连接逆变电路的直流侧，逆变电路的交流侧连接降压变压器的原边，降压变压器的副边连接所述电热管；第一整流器交流侧连接电源接口的线路上设置有启动开关，启动开关可在断电后的设定时长后控制电源接口与第一整流器之间的连接断开。本发明所提供的技术方案，采用低压交流电为电热管供电，从而降低电热管被高压电损坏的概率，提高烧烤炉的安全性。并且当出现断电时，设定时长后控制启动开关断开，从而提高烧烤炉使用的便捷性以及烧烤炉的安全性。
280,CN113007753A,0,,公开,公开,发明公开,一种燃气灶聚能盘及燃气灶,杭州老板电器股份有限公司,2021-04-15,F24C15/10,CN202110404500.1,CN113007753A,2021-06-22,任富佳; 任有忠; 吴伟良; 颜运宇; 张银锋; 胡松方,企业,F24C15/10; F24C15/22,,/CN/2021/1/80/images/202110404500.jpg,本发明提供一种燃气灶聚能盘及燃气灶，涉及厨房用具技术领域，该燃气灶聚能盘包括同轴开设有环孔的第一盘体、第二盘体和第三盘体；第一盘体、第二盘体和第三盘体依次层叠间隔设置成分层腔体结构；第一盘体与第二盘体之间形成第一空气预热腔，第二盘体与第三盘体之间形成第二空气预热腔；第一盘体的内圈开设有用于与外环火连通的第一二次空气补入口；第二盘体的外圈开设有用于将第一空气预热腔和第二空气预热腔连通的第二二次空气补入口；第三盘体的内圈开设有用于与外部空气连通的第三二次空气补入口。通过本申请，缓解了现有的燃气灶聚能盘二次空气在参与燃烧前的预热效果不充分，降低了燃烧热效率的技术问题。
281,CN112993806A,0,,公开,公开,发明公开,一种基于智慧电力的箱式变电站及其运行方法,赵伟,2021-04-15,H02B1/48,CN202110408109.9,CN112993806A,2021-06-18,赵伟,其他,H02B1/48; H02B7/06; H02J13/00; H02H3/42; A01M29/28,,/CN/2021/1/81/images/202110408109.jpg,本发明公开了一种基于智慧电力的箱式变电站及其运行方法，该变电站包括变电站箱体、后台管控终端和网络通讯终端，所述变电站箱体的左侧配设有输入线缆，所述变电站箱体的右侧配设有输出线缆，所述输出线缆与所述变电站箱体之间连接有自动通知断电机构。本发明电力负荷超过对应数值时，电力负荷监测仪便致使步进电机带着第一转臂和第二转臂顺时针转动，球面顶块便挤压发送按键，致使通讯手机内编辑好的停电通知群发信息发送到各家各户中的网络通讯终端处进行提醒，方便用户及时在突发停电之前对家中电器相关事务进行处理，并且此过程中第二转臂逐步转动，最终挤压到导电柱，致使其滑动脱离导电块，致使输出线缆电路断开，进行过载断电保护。
282,CN112992483A,0,,公开,公开,发明公开,一种干式变压器,安徽蓝翔电器成套设备有限公司,2021-04-15,H01F27/08,CN202110403694.3,CN112992483A,2021-06-18,姚强; 傅俊,企业,H01F27/08; H01F27/29,,/CN/2021/1/80/images/202110403694.jpg,本发明公开了一种干式变压器，包括底座、外壳和夹板，其特征在于：所述的底座底部设置有底脚、进风孔，并在底座内设置有鼓风机，所述的鼓风机上设置有吸风管、输风管，将吸风管伸入进风孔内，所述的外壳顶部设置有连接管，在外壳内设置有线圈，所述的夹板底部与连接管连接，在夹板上设置有连接端子、吊耳，在连接端子上设置有连接片，并将连接板通过连接线与外壳上的接触头连接。本发明在进风孔内设置有横向结构的过滤网，鼓风机通过吸风管将底座下方的气流吸入进风孔内，通过进风孔内的过滤网能够对气流进行过滤，避免气流中的灰尘进入到干式变压器内，提高干式变压器的除尘效果，也能提高干式变压器在工作过程中的灵敏度。
283,CN112984575A,0,,公开,公开,发明公开,一种燃气灶关火的控制装置和燃气灶,杭州老板电器股份有限公司,2021-04-15,F24C3/12,CN202110404729.5,CN112984575A,2021-06-18,任富佳; 赵斌斌; 颜运宇,企业,F24C3/12,,/CN/2021/1/80/images/202110404729.jpg,本发明提供一种燃气灶关火的控制装置和燃气灶，涉及厨房电器技术领域，该燃气灶关火的控制装置包括识别机构以及与识别机构电连接的控制阀组；识别机构包括触片开关和多个触发件，多个触发件与燃气灶开关的卡位档位一一对应；控制阀组与触片开关电连接，控制阀组用于在调节档位时，判断触片开关与触发件是否接触、以及通过比较触片开关与触发件的接触时长与内部设定的该触发件所对应的设定时长，决定是否关火。通过本发明，缓解了用户完成烹饪后忘记关闭燃气灶，导致燃气浪费，严重时可能损毁锅具甚至引起火灾，造成危险的技术问题，达到了保证用户安全的技术效果。
284,CN112977958A,0,,公开,公开,发明公开,用于将纸箱套在产品上的设备,格力电器(武汉)有限公司; 珠海格力电器股份有限公司,2021-04-15,B65B43/18,CN202110405449.6,CN112977958A,2021-06-18,王中兴; 周特; 王海舟; 徐军; 陈志广; 雷静美,企业,B65B43/18,,/CN/2021/1/81/images/202110405449.jpg,本发明涉及一种用于将纸箱套在产品上的设备，该设备包括第一抓取装置和与第一抓取装置相间隔开的第二抓取装置。其中，第一抓取装置能从预设的取箱工位内拾取纸箱并将纸箱移动至预设的套装工位的上方，第二抓取装置能在套装工位的上方与第一抓取装置配合并将纸箱先拉开再套在处于套装工位内的产品上。本发明提供的用于将纸箱套在产品上的设备能够提高产品的包装过程的自动化水平，这可以降低操作人员的劳动强度，提高产品的生产效率。
